Mod:Item:MetaData, Localized Name
rebornmod:ribcage_fresh:21, Fresh Tyrannosaurus Ribcage
rebornmod:ribcage_fresh:0, Fresh Velociraptor Ribcage
rebornmod:ribcage_fresh:54, Fresh Zhenyuanopterus Ribcage
rebornmod:dino_spawn_egg:6, Spawn Achillobator
rebornmod:dino_spawn_egg:22, Spawn Alligator Gar
rebornmod:dino_spawn_egg:73, Spawn Allosaurus
rebornmod:dino_spawn_egg:59, Spawn Alvarezsaurus
rebornmod:dino_spawn_egg:69, Spawn Perisphinctes
rebornmod:dino_spawn_egg:90, Spawn Ankylodocus
rebornmod:dino_spawn_egg:7, Spawn Ankylosaurus
rebornmod:dino_spawn_egg:29, Spawn Apatosaurus
rebornmod:dino_spawn_egg:81, Spawn Arsinoitherium
rebornmod:dino_spawn_egg:44, Spawn Baryonyx
rebornmod:dino_spawn_egg:60, Spawn Beelzebufo
rebornmod:dino_spawn_egg:38, Spawn Blue
rebornmod:dino_spawn_egg:4, Spawn Brachiosaurus
rebornmod:dino_spawn_egg:91, Spawn Camarasaurus
rebornmod:dino_spawn_egg:63, Spawn Carcharodontosaurus
rebornmod:dino_spawn_egg:11, Spawn Carnotaurus
rebornmod:dino_spawn_egg:45, Spawn Cearadactylus
rebornmod:dino_spawn_egg:61, Spawn Ceratosaurus
rebornmod:dino_spawn_egg:39, Spawn Charlie
rebornmod:dino_spawn_egg:47, Spawn Chasmosaurus
rebornmod:dino_spawn_egg:64, Spawn Chilesaurus
rebornmod:dino_spawn_egg:2, Spawn Coelacanth
rebornmod:dino_spawn_egg:76, Spawn Coelurus
rebornmod:dino_spawn_egg:9, Spawn Compsognathus
rebornmod:dino_spawn_egg:48, Spawn Corythosaurus
rebornmod:dino_spawn_egg:65, Spawn Crassigyrinus
rebornmod:dino_spawn_egg:82, Spawn Deinotherium
rebornmod:dino_spawn_egg:40, Spawn Delta
rebornmod:dino_spawn_egg:8, Spawn Dilophosaurus
rebornmod:dino_spawn_egg:31, Spawn Dimorphodon
rebornmod:dino_spawn_egg:66, Spawn Diplocaulus
rebornmod:dino_spawn_egg:89, Spawn Diplodocus
rebornmod:dino_spawn_egg:26, Spawn Dodo
rebornmod:dino_spawn_egg:79, Spawn Dreadnoughtus
rebornmod:dino_spawn_egg:12, Spawn Dunkleosteus
rebornmod:dino_spawn_egg:41, Spawn Echo
rebornmod:dino_spawn_egg:49, Spawn Edmontosaurus
rebornmod:dino_spawn_egg:83, Spawn Elasmotherium
rebornmod:dino_spawn_egg:10, Spawn Gallimimus
rebornmod:dino_spawn_egg:13, Spawn Giganotosaurus
rebornmod:dino_spawn_egg:67, Spawn Guanlong
rebornmod:dino_spawn_egg:37, Spawn Herrerasaurus
rebornmod:dino_spawn_egg:68, Spawn Hyaenodon
rebornmod:dino_spawn_egg:25, Spawn Hypsilophodon
rebornmod:dino_spawn_egg:15, Spawn Indominus
rebornmod:dino_spawn_egg:78, Spawn Indoraptor
rebornmod:dino_spawn_egg:50, Spawn Lambeosaurus
rebornmod:dino_spawn_egg:36, Spawn Leaellynasaura
rebornmod:dino_spawn_egg:27, Spawn Leptictidium
rebornmod:dino_spawn_egg:33, Spawn Ludodactylus
rebornmod:dino_spawn_egg:16, Spawn Majungasaurus
rebornmod:dino_spawn_egg:46, Spawn Mamenchisaurus
rebornmod:dino_spawn_egg:74, Spawn Mammoth
rebornmod:dino_spawn_egg:77, Spawn Mawsonia
rebornmod:dino_spawn_egg:43, Spawn Megapiranha
rebornmod:dino_spawn_egg:84, Spawn Megatherium
rebornmod:dino_spawn_egg:51, Spawn Metriacanthosaurus
rebornmod:dino_spawn_egg:28, Spawn Microceratus
rebornmod:dino_spawn_egg:3, Spawn Microraptor
rebornmod:dino_spawn_egg:52, Spawn Moganopterus
rebornmod:dino_spawn_egg:58, Spawn Mosasaurus
rebornmod:dino_spawn_egg:5, Spawn Mussaurus
rebornmod:dino_spawn_egg:53, Spawn Ornithomimus
rebornmod:dino_spawn_egg:30, Spawn Othnielia
rebornmod:dino_spawn_egg:57, Spawn Oviraptor
rebornmod:dino_spawn_egg:56, Spawn Pachycephalosaurus
rebornmod:dino_spawn_egg:14, Spawn Parasaurolophus
rebornmod:dino_spawn_egg:70, Spawn Postosuchus
rebornmod:dino_spawn_egg:62, Spawn Proceratosaurus
rebornmod:dino_spawn_egg:34, Spawn Protoceratops
rebornmod:dino_spawn_egg:17, Spawn Pteranodon
rebornmod:dino_spawn_egg:75, Spawn Quetzalcoatlus
rebornmod:dino_spawn_egg:86, Spawn Raphus Rex
rebornmod:dino_spawn_egg:18, Spawn Rugops
rebornmod:dino_spawn_egg:19, Spawn Segisaurus
rebornmod:dino_spawn_egg:80, Spawn Sinoceratops
rebornmod:dino_spawn_egg:85, Spawn Smilodon
rebornmod:dino_spawn_egg:88, Spawn Spinoraptor
rebornmod:dino_spawn_egg:24, Spawn Spinosaurus
rebornmod:dino_spawn_egg:23, Spawn Stegosaurus
rebornmod:dino_spawn_egg:71, Spawn Styracosaurus
rebornmod:dino_spawn_egg:72, Spawn Suchomimus
rebornmod:dino_spawn_egg:42, Spawn Therizinosaurus
rebornmod:dino_spawn_egg:87, Spawn Titanis
rebornmod:dino_spawn_egg:20, Spawn Triceratops
rebornmod:dino_spawn_egg:55, Spawn Troodon
rebornmod:dino_spawn_egg:35, Spawn Tropeognathus
rebornmod:dino_spawn_egg:32, Spawn Tylosaurus
rebornmod:dino_spawn_egg:21, Spawn Tyrannosaurus
rebornmod:dino_spawn_egg:0, Spawn Velociraptor
rebornmod:dino_spawn_egg:54, Spawn Zhenyuanopterus
rebornmod:amber:0, Mosquito in Amber
rebornmod:amber:1, Aphid in Amber
rebornmod:plant_fossil, Plant Fossil
rebornmod:cry_pansy, Cry Pansy
rebornmod:paleo_bale_fern, Fern Prehistoric Plant Bale
rebornmod:tail_vertebrae:6, Achillobator Tail Vertebrae
rebornmod:tail_vertebrae:73, Allosaurus Tail Vertebrae
rebornmod:tail_vertebrae:59, Alvarezsaurus Tail Vertebrae
rebornmod:tail_vertebrae:7, Ankylosaurus Tail Vertebrae
rebornmod:tail_vertebrae:29, Apatosaurus Tail Vertebrae
rebornmod:tail_vertebrae:81, Arsinoitherium Tail Vertebrae
rebornmod:tail_vertebrae:44, Baryonyx Tail Vertebrae
rebornmod:tail_vertebrae:4, Brachiosaurus Tail Vertebrae
rebornmod:tail_vertebrae:91, Camarasaurus Tail Vertebrae
rebornmod:tail_vertebrae:63, Carcharodontosaurus Tail Vertebrae
rebornmod:tail_vertebrae:11, Carnotaurus Tail Vertebrae
rebornmod:tail_vertebrae:45, Cearadactylus Tail Vertebrae
rebornmod:tail_vertebrae:61, Ceratosaurus Tail Vertebrae
rebornmod:tail_vertebrae:47, Chasmosaurus Tail Vertebrae
rebornmod:tail_vertebrae:64, Chilesaurus Tail Vertebrae
rebornmod:tail_vertebrae:76, Coelurus Tail Vertebrae
rebornmod:tail_vertebrae:9, Compsognathus Tail Vertebrae
rebornmod:tail_vertebrae:48, Corythosaurus Tail Vertebrae
rebornmod:tail_vertebrae:65, Crassigyrinus Tail Vertebrae
rebornmod:tail_vertebrae:82, Deinotherium Tail Vertebrae
rebornmod:tail_vertebrae:8, Dilophosaurus Tail Vertebrae
rebornmod:tail_vertebrae:31, Dimorphodon Tail Vertebrae
rebornmod:tail_vertebrae:66, Diplocaulus Tail Vertebrae
rebornmod:tail_vertebrae:89, Diplodocus Tail Vertebrae
rebornmod:tail_vertebrae:79, Dreadnoughtus Tail Vertebrae
rebornmod:tail_vertebrae:49, Edmontosaurus Tail Vertebrae
rebornmod:tail_vertebrae:83, Elasmotherium Tail Vertebrae
rebornmod:tail_vertebrae:10, Gallimimus Tail Vertebrae
rebornmod:tail_vertebrae:13, Giganotosaurus Tail Vertebrae
rebornmod:tail_vertebrae:67, Guanlong Tail Vertebrae
rebornmod:tail_vertebrae:37, Herrerasaurus Tail Vertebrae
rebornmod:tail_vertebrae:68, Hyaenodon Tail Vertebrae
rebornmod:tail_vertebrae:25, Hypsilophodon Tail Vertebrae
rebornmod:tail_vertebrae:50, Lambeosaurus Tail Vertebrae
rebornmod:tail_vertebrae:36, Leaellynasaura Tail Vertebrae
rebornmod:tail_vertebrae:27, Leptictidium Tail Vertebrae
rebornmod:tail_vertebrae:33, Ludodactylus Tail Vertebrae
rebornmod:tail_vertebrae:16, Majungasaurus Tail Vertebrae
rebornmod:tail_vertebrae:46, Mamenchisaurus Tail Vertebrae
rebornmod:tail_vertebrae:74, Mammoth Tail Vertebrae
rebornmod:tail_vertebrae:84, Megatherium Tail Vertebrae
rebornmod:tail_vertebrae:51, Metriacanthosaurus Tail Vertebrae
rebornmod:tail_vertebrae:28, Microceratus Tail Vertebrae
rebornmod:tail_vertebrae:3, Microraptor Tail Vertebrae
rebornmod:tail_vertebrae:52, Moganopterus Tail Vertebrae
rebornmod:tail_vertebrae:58, Mosasaurus Tail Vertebrae
rebornmod:tail_vertebrae:5, Mussaurus Tail Vertebrae
rebornmod:tail_vertebrae:53, Ornithomimus Tail Vertebrae
rebornmod:tail_vertebrae:30, Othnielia Tail Vertebrae
rebornmod:tail_vertebrae:57, Oviraptor Tail Vertebrae
rebornmod:tail_vertebrae:56, Pachycephalosaurus Tail Vertebrae
rebornmod:tail_vertebrae:14, Parasaurolophus Tail Vertebrae
rebornmod:tail_vertebrae:70, Postosuchus Tail Vertebrae
rebornmod:tail_vertebrae:62, Proceratosaurus Tail Vertebrae
rebornmod:tail_vertebrae:34, Protoceratops Tail Vertebrae
rebornmod:tail_vertebrae:17, Pteranodon Tail Vertebrae
rebornmod:tail_vertebrae:75, Quetzalcoatlus Tail Vertebrae
rebornmod:tail_vertebrae:18, Rugops Tail Vertebrae
rebornmod:tail_vertebrae:19, Segisaurus Tail Vertebrae
rebornmod:tail_vertebrae:80, Sinoceratops Tail Vertebrae
rebornmod:tail_vertebrae:85, Smilodon Tail Vertebrae
rebornmod:tail_vertebrae:24, Spinosaurus Tail Vertebrae
rebornmod:tail_vertebrae:71, Styracosaurus Tail Vertebrae
rebornmod:tail_vertebrae:72, Suchomimus Tail Vertebrae
rebornmod:tail_vertebrae:42, Therizinosaurus Tail Vertebrae
rebornmod:tail_vertebrae:20, Triceratops Tail Vertebrae
rebornmod:tail_vertebrae:55, Troodon Tail Vertebrae
rebornmod:tail_vertebrae:35, Tropeognathus Tail Vertebrae
rebornmod:tail_vertebrae:32, Tylosaurus Tail Vertebrae
rebornmod:tail_vertebrae:21, Tyrannosaurus Tail Vertebrae
rebornmod:tail_vertebrae:0, Velociraptor Tail Vertebrae
rebornmod:tail_vertebrae:54, Zhenyuanopterus Tail Vertebrae
rebornmod:umaltolepis, Umaltolepis
rebornmod:second_dorsal_fin_fresh:2, Fresh Coelacanth Second Dorsal Fin
rebornmod:second_dorsal_fin_fresh:77, Fresh Mawsonia Second Dorsal Fin
rebornmod:disc_jurassicraft_theme, Reborn Record
rebornmod:reinforced_bricks, Reinforced Bricks
rebornmod:lunch_box, Plastic Lunch Box
rebornmod:ladinia_simplex, Ladinia Simplex
rebornmod:front_flipper_fresh:58, Fresh Mosasaurus Front Flipper
rebornmod:front_flipper_fresh:32, Fresh Tylosaurus Front Flipper
rebornmod:foot_bones_fresh:6, Fresh Achillobator Foot Bones
rebornmod:foot_bones_fresh:73, Fresh Allosaurus Foot Bones
rebornmod:foot_bones_fresh:59, Fresh Alvarezsaurus Foot Bones
rebornmod:foot_bones_fresh:44, Fresh Baryonyx Foot Bones
rebornmod:foot_bones_fresh:38, Fresh Blue Foot Bones
rebornmod:foot_bones_fresh:63, Fresh Carcharodontosaurus Foot Bones
rebornmod:foot_bones_fresh:11, Fresh Carnotaurus Foot Bones
rebornmod:foot_bones_fresh:61, Fresh Ceratosaurus Foot Bones
rebornmod:foot_bones_fresh:39, Fresh Charlie Foot Bones
rebornmod:foot_bones_fresh:76, Fresh Coelurus Foot Bones
rebornmod:foot_bones_fresh:40, Fresh Delta Foot Bones
rebornmod:foot_bones_fresh:41, Fresh Echo Foot Bones
rebornmod:foot_bones_fresh:10, Fresh Gallimimus Foot Bones
rebornmod:foot_bones_fresh:13, Fresh Giganotosaurus Foot Bones
rebornmod:foot_bones_fresh:67, Fresh Guanlong Foot Bones
rebornmod:foot_bones_fresh:37, Fresh Herrerasaurus Foot Bones
rebornmod:foot_bones_fresh:15, Fresh Indominus Foot Bones
rebornmod:foot_bones_fresh:78, Fresh Indoraptor Foot Bones
rebornmod:foot_bones_fresh:16, Fresh Majungasaurus Foot Bones
rebornmod:foot_bones_fresh:51, Fresh Metriacanthosaurus Foot Bones
rebornmod:foot_bones_fresh:3, Fresh Microraptor Foot Bones
rebornmod:foot_bones_fresh:53, Fresh Ornithomimus Foot Bones
rebornmod:foot_bones_fresh:86, Fresh Raphus Rex Foot Bones
rebornmod:foot_bones_fresh:18, Fresh Rugops Foot Bones
rebornmod:foot_bones_fresh:19, Fresh Segisaurus Foot Bones
rebornmod:foot_bones_fresh:88, Fresh Spinoraptor Foot Bones
rebornmod:foot_bones_fresh:24, Fresh Spinosaurus Foot Bones
rebornmod:foot_bones_fresh:72, Fresh Suchomimus Foot Bones
rebornmod:foot_bones_fresh:42, Fresh Therizinosaurus Foot Bones
rebornmod:foot_bones_fresh:55, Fresh Troodon Foot Bones
rebornmod:foot_bones_fresh:21, Fresh Tyrannosaurus Foot Bones
rebornmod:foot_bones_fresh:0, Fresh Velociraptor Foot Bones
rebornmod:hind_flipper:58, Mosasaurus Hind Flipper
rebornmod:hind_flipper:32, Tylosaurus Hind Flipper
rebornmod:shoulder:6, Achillobator Shoulder
rebornmod:shoulder:73, Allosaurus Shoulder
rebornmod:shoulder:59, Alvarezsaurus Shoulder
rebornmod:shoulder:7, Ankylosaurus Shoulder
rebornmod:shoulder:29, Apatosaurus Shoulder
rebornmod:shoulder:81, Arsinoitherium Shoulder
rebornmod:shoulder:44, Baryonyx Shoulder
rebornmod:shoulder:4, Brachiosaurus Shoulder
rebornmod:shoulder:91, Camarasaurus Shoulder
rebornmod:shoulder:63, Carcharodontosaurus Shoulder
rebornmod:shoulder:11, Carnotaurus Shoulder
rebornmod:shoulder:61, Ceratosaurus Shoulder
rebornmod:shoulder:47, Chasmosaurus Shoulder
rebornmod:shoulder:64, Chilesaurus Shoulder
rebornmod:shoulder:76, Coelurus Shoulder
rebornmod:shoulder:9, Compsognathus Shoulder
rebornmod:shoulder:48, Corythosaurus Shoulder
rebornmod:shoulder:82, Deinotherium Shoulder
rebornmod:shoulder:8, Dilophosaurus Shoulder
rebornmod:shoulder:89, Diplodocus Shoulder
rebornmod:shoulder:26, Dodo Shoulder
rebornmod:shoulder:79, Dreadnoughtus Shoulder
rebornmod:shoulder:49, Edmontosaurus Shoulder
rebornmod:shoulder:83, Elasmotherium Shoulder
rebornmod:shoulder:10, Gallimimus Shoulder
rebornmod:shoulder:13, Giganotosaurus Shoulder
rebornmod:shoulder:67, Guanlong Shoulder
rebornmod:shoulder:37, Herrerasaurus Shoulder
rebornmod:shoulder:68, Hyaenodon Shoulder
rebornmod:shoulder:25, Hypsilophodon Shoulder
rebornmod:shoulder:50, Lambeosaurus Shoulder
rebornmod:shoulder:36, Leaellynasaura Shoulder
rebornmod:shoulder:27, Leptictidium Shoulder
rebornmod:shoulder:16, Majungasaurus Shoulder
rebornmod:shoulder:46, Mamenchisaurus Shoulder
rebornmod:shoulder:74, Mammoth Shoulder
rebornmod:shoulder:84, Megatherium Shoulder
rebornmod:shoulder:51, Metriacanthosaurus Shoulder
rebornmod:shoulder:28, Microceratus Shoulder
rebornmod:shoulder:3, Microraptor Shoulder
rebornmod:shoulder:5, Mussaurus Shoulder
rebornmod:shoulder:53, Ornithomimus Shoulder
rebornmod:shoulder:30, Othnielia Shoulder
rebornmod:shoulder:57, Oviraptor Shoulder
rebornmod:shoulder:56, Pachycephalosaurus Shoulder
rebornmod:shoulder:14, Parasaurolophus Shoulder
rebornmod:shoulder:70, Postosuchus Shoulder
rebornmod:shoulder:62, Proceratosaurus Shoulder
rebornmod:shoulder:34, Protoceratops Shoulder
rebornmod:shoulder:18, Rugops Shoulder
rebornmod:shoulder:19, Segisaurus Shoulder
rebornmod:shoulder:80, Sinoceratops Shoulder
rebornmod:shoulder:85, Smilodon Shoulder
rebornmod:shoulder:24, Spinosaurus Shoulder
rebornmod:shoulder:23, Stegosaurus Shoulder
rebornmod:shoulder:71, Styracosaurus Shoulder
rebornmod:shoulder:72, Suchomimus Shoulder
rebornmod:shoulder:42, Therizinosaurus Shoulder
rebornmod:shoulder:87, Titanis Shoulder
rebornmod:shoulder:20, Triceratops Shoulder
rebornmod:shoulder:55, Troodon Shoulder
rebornmod:shoulder:21, Tyrannosaurus Shoulder
rebornmod:shoulder:0, Velociraptor Shoulder
rebornmod:plant_fossil_block, Plant Fossil
rebornmod:calamites_leaves, Calamites Leaves
rebornmod:clear_glass, Clear Glass
rebornmod:gracilaria, Gracilaria
rebornmod:empty_test_tube, Empty Test Tube
rebornmod:cooked_crab_meat,  Cooked Crab Meat
rebornmod:wing_bones:45, Cearadactylus Wing Bones
rebornmod:wing_bones:31, Dimorphodon Wing Bones
rebornmod:wing_bones:33, Ludodactylus Wing Bones
rebornmod:wing_bones:52, Moganopterus Wing Bones
rebornmod:wing_bones:17, Pteranodon Wing Bones
rebornmod:wing_bones:75, Quetzalcoatlus Wing Bones
rebornmod:wing_bones:35, Tropeognathus Wing Bones
rebornmod:wing_bones:54, Zhenyuanopterus Wing Bones
rebornmod:west_indian_lilac, West Indian Lilac
rebornmod:dart_gun, Dart Gun
rebornmod:nest_fossil:0, Fossilized Nest
rebornmod:nest_fossil:1, Fossilized Nest
rebornmod:nest_fossil:2, Fossilized Nest
rebornmod:disc_reader, Disc Drive
rebornmod:petri_dish_agar, Petri Dish With Agar
rebornmod:ginkgo_log_petrified, Petrified Ginkgo Log
rebornmod:leg_bones:6, Achillobator Leg Bones
rebornmod:leg_bones:73, Allosaurus Leg Bones
rebornmod:leg_bones:59, Alvarezsaurus Leg Bones
rebornmod:leg_bones:44, Baryonyx Leg Bones
rebornmod:leg_bones:60, Beelzebufo Leg Bones
rebornmod:leg_bones:63, Carcharodontosaurus Leg Bones
rebornmod:leg_bones:11, Carnotaurus Leg Bones
rebornmod:leg_bones:45, Cearadactylus Leg Bones
rebornmod:leg_bones:61, Ceratosaurus Leg Bones
rebornmod:leg_bones:64, Chilesaurus Leg Bones
rebornmod:leg_bones:76, Coelurus Leg Bones
rebornmod:leg_bones:9, Compsognathus Leg Bones
rebornmod:leg_bones:8, Dilophosaurus Leg Bones
rebornmod:leg_bones:31, Dimorphodon Leg Bones
rebornmod:leg_bones:66, Diplocaulus Leg Bones
rebornmod:leg_bones:26, Dodo Leg Bones
rebornmod:leg_bones:10, Gallimimus Leg Bones
rebornmod:leg_bones:13, Giganotosaurus Leg Bones
rebornmod:leg_bones:67, Guanlong Leg Bones
rebornmod:leg_bones:37, Herrerasaurus Leg Bones
rebornmod:leg_bones:25, Hypsilophodon Leg Bones
rebornmod:leg_bones:36, Leaellynasaura Leg Bones
rebornmod:leg_bones:27, Leptictidium Leg Bones
rebornmod:leg_bones:33, Ludodactylus Leg Bones
rebornmod:leg_bones:16, Majungasaurus Leg Bones
rebornmod:leg_bones:51, Metriacanthosaurus Leg Bones
rebornmod:leg_bones:28, Microceratus Leg Bones
rebornmod:leg_bones:3, Microraptor Leg Bones
rebornmod:leg_bones:52, Moganopterus Leg Bones
rebornmod:leg_bones:5, Mussaurus Leg Bones
rebornmod:leg_bones:53, Ornithomimus Leg Bones
rebornmod:leg_bones:30, Othnielia Leg Bones
rebornmod:leg_bones:57, Oviraptor Leg Bones
rebornmod:leg_bones:56, Pachycephalosaurus Leg Bones
rebornmod:leg_bones:70, Postosuchus Leg Bones
rebornmod:leg_bones:62, Proceratosaurus Leg Bones
rebornmod:leg_bones:17, Pteranodon Leg Bones
rebornmod:leg_bones:75, Quetzalcoatlus Leg Bones
rebornmod:leg_bones:18, Rugops Leg Bones
rebornmod:leg_bones:19, Segisaurus Leg Bones
rebornmod:leg_bones:24, Spinosaurus Leg Bones
rebornmod:leg_bones:72, Suchomimus Leg Bones
rebornmod:leg_bones:42, Therizinosaurus Leg Bones
rebornmod:leg_bones:87, Titanis Leg Bones
rebornmod:leg_bones:55, Troodon Leg Bones
rebornmod:leg_bones:35, Tropeognathus Leg Bones
rebornmod:leg_bones:21, Tyrannosaurus Leg Bones
rebornmod:leg_bones:0, Velociraptor Leg Bones
rebornmod:leg_bones:54, Zhenyuanopterus Leg Bones
rebornmod:wild_potato_seeds, Wild Potato Seeds
rebornmod:bennettitalean_cycadeoidea, Cycadeoidea
rebornmod:hind_flipper_fresh:58, Fresh Mosasaurus Hind Flipper
rebornmod:hind_flipper_fresh:32, Fresh Tylosaurus Hind Flipper
rebornmod:krill, Krill
rebornmod:dart_tipped_potion, Potion Dart
rebornmod:araucaria_door, Araucaria Door
rebornmod:birthing_wand, Birthing Wand
rebornmod:woolly_stalked_begonia, Woolly-stalked Begonia
rebornmod:pelvis_fresh:6, Fresh Achillobator Pelvis
rebornmod:pelvis_fresh:73, Fresh Allosaurus Pelvis
rebornmod:pelvis_fresh:59, Fresh Alvarezsaurus Pelvis
rebornmod:pelvis_fresh:90, Fresh Ankylodocus Pelvis
rebornmod:pelvis_fresh:7, Fresh Ankylosaurus Pelvis
rebornmod:pelvis_fresh:29, Fresh Apatosaurus Pelvis
rebornmod:pelvis_fresh:81, Fresh Arsinoitherium Pelvis
rebornmod:pelvis_fresh:44, Fresh Baryonyx Pelvis
rebornmod:pelvis_fresh:38, Fresh Blue Pelvis
rebornmod:pelvis_fresh:4, Fresh Brachiosaurus Pelvis
rebornmod:pelvis_fresh:91, Fresh Camarasaurus Pelvis
rebornmod:pelvis_fresh:63, Fresh Carcharodontosaurus Pelvis
